participantId,trialNumber,block,timePressure,complexity,trialType,hmm_state,state_label,is_shift,rt_norm,choice_entropy,responseTimeMs,timedOut,pointsEarned
AUA-20260201-154949-463,41,4,high,high,numerical-stroop,1,Intuitive,0,-1.1262620905238483,0.9709505944546686,1373,False,125
AUA-20260201-154949-463,42,4,high,high,numerical-stroop,1,Intuitive,0,-1.1674154469926838,1.0,1330,False,125
AUA-20260201-154949-463,43,4,high,high,stroop,1,Intuitive,0,-0.6305077032946222,1.0,1891,False,125
AUA-20260201-154949-463,44,4,high,high,number-word,1,Intuitive,0,0.4174673044582787,0.9709505944546686,2986,False,125
AUA-20260201-154949-463,45,4,high,high,stroop,1,Intuitive,0,-1.9569856583133625,0.9709505944546686,505,False,125
AUA-20260201-154949-463,46,4,high,high,flanker,1,Intuitive,0,-1.6124459297370664,0.8812908992306927,865,False,125
AUA-20260201-154949-463,47,4,high,high,crt,0,Analytical,1,2.042546357576476,0.8812908992306927,4684,False,5
AUA-20260201-154949-463,48,4,high,high,gamble,0,Analytical,0,0.9696879249819534,0.8812908992306927,3563,False,115
AUA-20260201-154949-463,49,4,high,high,stroop,0,Analytical,0,-0.6888880461922724,0.9709505944546686,1830,False,125
AUA-20260201-154949-463,50,4,high,high,stroop,0,Analytical,0,-0.4936488666657045,0.9709505944546686,2034,False,125
AUA-20260201-214332-929,11,1,low,low,reverse-stroop,0,Analytical,0,-0.1202448535828216,3.4661976109059574e-09,2538,False,125
AUA-20260201-214332-929,12,1,low,low,numerical-stroop,0,Analytical,0,0.2597899015355278,3.4661976109059574e-09,3111,False,125
AUA-20260201-214332-929,13,1,low,low,numerical-stroop,0,Analytical,0,-0.2416172099295196,0.9182958340544896,2355,False,125
AUA-20260201-214332-929,14,1,low,low,crt,0,Analytical,0,0.0747468008758078,0.8112781244591328,2832,False,145
AUA-20260201-214332-929,15,1,low,low,flanker,0,Analytical,0,-1.6708927723728757,0.7219280948873623,200,False,125
AUA-20260201-214332-929,16,1,low,low,stroop,0,Analytical,0,-0.8206230410260625,0.9182958340544896,1482,False,125
AUA-20260201-214332-929,17,1,low,low,number-word,0,Analytical,0,0.5940613091788927,0.9852281360342516,3615,False,125
AUA-20260201-214332-929,18,1,low,low,gamble,0,Analytical,0,1.301735102741334,0.954434002924965,4682,False,105
AUA-20260201-214332-929,19,1,low,low,gamble,0,Analytical,0,0.3937637593608447,0.9182958340544896,3313,False,159
AUA-20260201-214332-929,20,1,low,low,stroop,0,Analytical,0,-0.4611486304254597,0.9709505944546686,2024,False,125
AUA-20260201-214332-929,21,2,low,high,numerical-stroop,0,Analytical,0,-0.180599413296207,1.0,2447,False,125
AUA-20260201-214332-929,22,2,low,high,crt,0,Analytical,0,1.4363721974865782,1.0,4885,False,145
AUA-20260201-214332-929,23,2,low,high,numerical-stroop,0,Analytical,0,0.6086525214172935,0.9709505944546686,3637,False,125
AUA-20260201-214332-929,24,2,low,high,flanker,0,Analytical,0,0.2498413477366181,1.0,3096,False,125
AUA-20260201-214332-929,25,2,low,high,stroop,0,Analytical,0,-1.4553407733964996,0.9709505944546686,525,False,125
AUA-20260201-214332-929,26,2,low,high,gamble,0,Analytical,0,1.2427070168678032,0.9709505944546686,4593,False,159
AUA-20260201-214332-929,27,2,low,high,crt,0,Analytical,0,0.8003279912762865,1.0,3926,False,145
AUA-20260201-214332-929,28,2,low,high,stroop,0,Analytical,0,-0.2184039177320637,0.9709505944546686,2390,False,125
AUA-20260201-214332-929,29,2,low,high,number-word,0,Analytical,0,0.6325290505346768,0.9709505944546686,3673,False,125
AUA-20260201-214332-929,30,2,low,high,crt,0,Analytical,0,2.571170567482208,1.0,6596,False,145
AUA-20260201-214332-929,31,3,high,low,reverse-stroop,1,Intuitive,1,2.8391182831328416,0.9709505944546686,7000,True,-10
AUA-20260201-214332-929,32,3,high,low,reverse-stroop,1,Intuitive,0,-0.6740476817221267,0.9709505944546686,1703,False,125
AUA-20260201-214332-929,33,3,high,low,stroop,1,Intuitive,0,-0.6189990173681599,0.9709505944546686,1786,False,125
AUA-20260201-214332-929,34,3,high,low,flanker,1,Intuitive,0,-0.71516837075762,0.9709505944546686,1641,False,125
AUA-20260201-214332-929,35,3,high,low,numerical-stroop,1,Intuitive,0,-0.687312420120673,0.8812908992306927,1683,False,125
AUA-20260201-214332-929,36,3,high,low,numerical-stroop,1,Intuitive,0,-1.228513746781359,0.7219280948873623,867,False,125
AUA-20260201-214332-929,37,3,high,low,numerical-stroop,1,Intuitive,0,-0.5732356698931753,0.8812908992306927,1855,False,125
AUA-20260201-214332-929,38,3,high,low,flanker,1,Intuitive,0,0.6152848906165667,0.7219280948873623,3647,False,125
AUA-20260201-214332-929,39,3,high,low,numerical-stroop,1,Intuitive,0,0.0521967455982792,0.7219280948873623,2798,False,125
AUA-20260201-214332-929,40,3,high,low,number-word,1,Intuitive,0,0.9415974552208038,0.7219280948873623,4139,False,125
AUA-20260201-214332-929,41,4,high,high,reverse-stroop,0,Analytical,1,0.017708425762059,0.7219280948873623,2746,False,125
AUA-20260201-214332-929,42,4,high,high,gamble,0,Analytical,0,1.018532937932372,0.8812908992306927,4255,False,105
AUA-20260201-214332-929,43,4,high,high,gamble,0,Analytical,0,-0.9870955079278176,0.9709505944546686,1231,False,159
AUA-20260201-214332-929,44,4,high,high,stroop,0,Analytical,0,-0.4717604211442967,0.8812908992306927,2008,False,125
AUA-20260201-214332-929,45,4,high,high,numerical-stroop,0,Analytical,0,-0.9081703144564676,0.8812908992306927,1350,False,125
AUA-20260201-214332-929,46,4,high,high,number-word,0,Analytical,0,-0.6932815524000188,0.8812908992306927,1674,False,125
AUA-20260201-214332-929,47,4,high,high,crt,0,Analytical,0,-0.2111083116128633,0.8812908992306927,2401,False,145
AUA-20260201-214332-929,48,4,high,high,crt,0,Analytical,0,-0.8232759887057718,0.9709505944546686,1478,False,145
AUA-20260201-214332-929,49,4,high,high,crt,0,Analytical,0,-0.7887876688695515,0.9709505944546686,1530,False,145
AUA-20260201-214332-929,50,4,high,high,stroop,0,Analytical,0,-1.100509021235388,0.9709505944546686,1060,False,125
AUA-20260202-093857-453,11,1,low,low,numerical-stroop,0,Analytical,0,-0.2238913912701104,3.466197873826607e-09,2377,False,125
AUA-20260202-093857-453,12,1,low,low,stroop,0,Analytical,0,-0.8711124142382788,3.466197873826607e-09,1401,False,125
AUA-20260202-093857-453,13,1,low,low,gamble,0,Analytical,0,1.0831502442526966,3.466197873826607e-09,4348,False,115
AUA-20260202-093857-453,14,1,low,low,crt,0,Analytical,0,1.4021188016786073,0.8112781244591328,4829,False,145
AUA-20260202-093857-453,15,1,low,low,number-word,0,Analytical,0,0.7966753652339992,0.9709505944546686,3916,False,125
AUA-20260202-093857-453,16,1,low,low,flanker,0,Analytical,0,-0.1807875321585009,0.9182958340544896,2442,False,125
AUA-20260202-093857-453,17,1,low,low,gamble,0,Analytical,0,0.6759845597214923,0.863120568566631,3734,False,135
AUA-20260202-093857-453,18,1,low,low,crt,0,Analytical,0,-0.1317154464006684,0.954434002924965,2516,False,145
AUA-20260202-093857-453,19,1,low,low,gamble,0,Analytical,0,0.355689729707532,0.9910760598382222,3251,False,115
AUA-20260202-093857-453,20,1,low,low,gamble,0,Analytical,0,0.1149712549765432,1.0,2888,False,150
AUA-20260202-093857-453,21,2,low,high,reverse-stroop,0,Analytical,0,-0.1715036240421542,1.0,2456,False,125
AUA-20260202-093857-453,22,2,low,high,stroop,0,Analytical,0,-0.1025374494635789,1.0,2560,False,125
AUA-20260202-093857-453,23,2,low,high,crt,0,Analytical,0,1.5911126454756648,1.0,5114,False,145
AUA-20260202-093857-453,24,2,low,high,flanker,0,Analytical,0,-0.0362238200611026,0.9709505944546686,2660,False,125
AUA-20260202-093857-453,25,2,low,high,crt,0,Analytical,0,1.277449178401952,0.8812908992306927,4641,False,145
AUA-20260202-093857-453,26,2,low,high,numerical-stroop,0,Analytical,0,0.5287683024479951,0.9709505944546686,3512,False,125
AUA-20260202-093857-453,27,2,low,high,flanker,0,Analytical,0,0.2681557388962634,0.9709505944546686,3119,False,125
AUA-20260202-093857-453,28,2,low,high,flanker,0,Analytical,0,0.0844669854514041,0.8812908992306927,2842,False,125
AUA-20260202-093857-453,29,2,low,high,gamble,0,Analytical,0,0.7303617358315229,0.7219280948873623,3816,False,159
AUA-20260202-093857-453,30,2,low,high,flanker,0,Analytical,0,-1.520985982382546,0.4689955935892811,421,False,125
AUA-20260202-093857-453,31,3,high,low,reverse-stroop,0,Analytical,0,-0.3492241508407906,0.4689955935892811,2188,False,125
AUA-20260202-093857-453,32,3,high,low,flanker,0,Analytical,0,-0.9546675872853988,0.7219280948873623,1275,False,125
AUA-20260202-093857-453,33,3,high,low,crt,0,Analytical,0,1.86896675267204,0.7219280948873623,5533,False,145
AUA-20260202-093857-453,34,3,high,low,stroop,0,Analytical,0,-0.4181903254193659,0.7219280948873623,2084,False,125
AUA-20260202-093857-453,35,3,high,low,numerical-stroop,0,Analytical,0,-1.2796043713575325,0.7219280948873623,785,False,125
AUA-20260202-093857-453,36,3,high,low,gamble,0,Analytical,0,0.4684228996917416,0.4689955935892811,3421,False,135
AUA-20260202-093857-453,37,3,high,low,gamble,0,Analytical,0,-0.4984298169963622,0.7219280948873623,1963,False,145
AUA-20260202-093857-453,38,3,high,low,crt,0,Analytical,0,0.4021092702892654,0.7219280948873623,3321,False,145
AUA-20260202-093857-453,39,3,high,low,flanker,0,Analytical,0,-1.6675391033620186,0.7219280948873623,200,False,125
AUA-20260202-093857-453,40,3,high,low,gamble,0,Analytical,0,-0.356518650075063,0.7219280948873623,2177,False,125
AUA-20260202-093857-453,41,4,high,high,number-word,0,Analytical,0,-1.6675391033620186,0.7219280948873623,200,False,5
AUA-20260202-093857-453,42,4,high,high,crt,0,Analytical,0,0.7608660053566619,0.4689955935892811,3862,False,145
AUA-20260202-093857-453,43,4,high,high,flanker,1,Intuitive,1,2.841787696006367,0.7219280948873623,7000,True,-10
AUA-20260202-093857-453,44,4,high,high,gamble,1,Intuitive,0,-0.4553259578847526,0.7219280948873623,2028,False,145
AUA-20260202-093857-453,45,4,high,high,flanker,1,Intuitive,0,-0.3910017373643506,0.8812908992306927,2125,False,125
AUA-20260202-093857-453,46,4,high,high,number-word,1,Intuitive,0,-0.8810594586486502,0.9709505944546686,1386,False,125
AUA-20260202-093857-453,47,4,high,high,gamble,1,Intuitive,0,-0.440073823122183,0.9709505944546686,2051,False,150
AUA-20260202-093857-453,48,4,high,high,flanker,1,Intuitive,0,-1.5090495290901005,1.0,439,False,125
AUA-20260202-093857-453,49,4,high,high,numerical-stroop,1,Intuitive,0,0.0552889885143145,1.0,2798,False,125
AUA-20260202-093857-453,50,4,high,high,reverse-stroop,1,Intuitive,0,-1.1993648797805363,1.0,906,False,125
AUA-20260202-225153-508,11,1,low,low,crt,1,Intuitive,0,-0.0812810363145647,3.4661976109059574e-09,2709,False,145
AUA-20260202-225153-508,12,1,low,low,crt,1,Intuitive,0,0.324226012260308,1.0,3612,False,145
AUA-20260202-225153-508,13,1,low,low,flanker,1,Intuitive,0,-0.322429746264406,0.9182958340544896,2172,False,125
AUA-20260202-225153-508,14,1,low,low,gamble,1,Intuitive,0,0.5465139292531785,0.8112781244591328,4107,False,105
AUA-20260202-225153-508,15,1,low,low,crt,0,Analytical,1,4.090995805666768,0.7219280948873623,12000,True,-10
AUA-20260202-225153-508,16,1,low,low,numerical-stroop,1,Intuitive,1,0.0157173274641423,0.6500224216483541,2925,False,125
AUA-20260202-225153-508,17,1,low,low,numerical-stroop,1,Intuitive,0,-0.2820137613566114,0.863120568566631,2262,False,125
AUA-20260202-225153-508,18,1,low,low,reverse-stroop,1,Intuitive,0,-0.3327582757408425,0.954434002924965,2149,False,125
AUA-20260202-225153-508,19,1,low,low,reverse-stroop,1,Intuitive,0,-0.1975892595492182,0.9910760598382222,2450,False,125
AUA-20260202-225153-508,20,1,low,low,numerical-stroop,1,Intuitive,0,-1.207988882244084,0.9709505944546686,200,False,125
AUA-20260202-225153-508,21,2,low,high,flanker,1,Intuitive,0,0.1580714076393745,0.9709505944546686,3242,False,125
AUA-20260202-225153-508,22,2,low,high,number-word,1,Intuitive,0,0.6430632265329101,0.8812908992306927,4322,False,125
AUA-20260202-225153-508,23,2,low,high,gamble,1,Intuitive,0,1.3296859034664434,0.8812908992306927,5851,False,135
AUA-20260202-225153-508,24,2,low,high,gamble,1,Intuitive,0,-0.5119358088320654,0.9709505944546686,1750,False,150
AUA-20260202-225153-508,25,2,low,high,stroop,1,Intuitive,0,-0.050744514384231,0.9709505944546686,2777,False,125
AUA-20260202-225153-508,26,2,low,high,number-word,1,Intuitive,0,0.4522099644683244,0.9709505944546686,3897,False,5
AUA-20260202-225153-508,27,2,low,high,crt,1,Intuitive,0,1.3997402773066208,0.8812908992306927,6007,False,145
AUA-20260202-225153-508,28,2,low,high,gamble,1,Intuitive,0,0.4688254249304178,0.8812908992306927,3934,False,159
AUA-20260202-225153-508,29,2,low,high,stroop,1,Intuitive,0,-0.6731506819642684,0.7219280948873623,1391,False,125
AUA-20260202-225153-508,30,2,low,high,number-word,1,Intuitive,0,-0.0929567652879276,0.8812908992306927,2683,False,125
AUA-20260202-225153-508,31,3,high,low,number-word,1,Intuitive,0,-0.2106121880195076,0.9709505944546686,2421,False,125
AUA-20260202-225153-508,32,3,high,low,crt,0,Analytical,1,1.8456633107892884,0.9709505944546686,7000,True,-10
AUA-20260202-225153-508,33,3,high,low,reverse-stroop,1,Intuitive,1,-0.5330419342839137,0.9709505944546686,1703,False,125
AUA-20260202-225153-508,34,3,high,low,flanker,1,Intuitive,0,0.1037343612633395,0.8812908992306927,3121,False,125
AUA-20260202-225153-508,35,3,high,low,stroop,1,Intuitive,0,-1.1388326414018577,0.9709505944546686,354,False,125
AUA-20260202-225153-508,36,3,high,low,reverse-stroop,1,Intuitive,0,-0.879272204994021,0.9709505944546686,932,False,125
AUA-20260202-225153-508,37,3,high,low,number-word,1,Intuitive,0,0.2891988253402194,0.9709505944546686,3534,False,125
AUA-20260202-225153-508,38,3,high,low,reverse-stroop,1,Intuitive,0,-0.6403688275390572,0.8812908992306927,1464,False,125
AUA-20260202-225153-508,39,3,high,low,numerical-stroop,1,Intuitive,0,-0.2972820223217783,0.9709505944546686,2228,False,125
AUA-20260202-225153-508,40,3,high,low,flanker,1,Intuitive,0,-0.718057331861818,0.8812908992306927,1291,False,125
AUA-20260202-225153-508,41,4,high,high,number-word,1,Intuitive,0,-0.0013471994969264,0.8812908992306927,2887,False,5
AUA-20260202-225153-508,42,4,high,high,crt,1,Intuitive,0,-0.4638856934416873,0.8812908992306927,1857,False,145
AUA-20260202-225153-508,43,4,high,high,numerical-stroop,1,Intuitive,0,-0.8415506190800794,0.8812908992306927,1016,False,125
AUA-20260202-225153-508,44,4,high,high,number-word,1,Intuitive,0,-0.5653747222101494,0.9709505944546686,1631,False,125
AUA-20260202-225153-508,45,4,high,high,gamble,1,Intuitive,0,-0.105081560760266,0.9709505944546686,2656,False,159
AUA-20260202-225153-508,46,4,high,high,stroop,1,Intuitive,0,-0.4818483534007071,0.9709505944546686,1817,False,125
AUA-20260202-225153-508,47,4,high,high,flanker,1,Intuitive,0,-1.207988882244084,1.0,200,False,125
AUA-20260202-225153-508,48,4,high,high,crt,1,Intuitive,0,-1.030607615148763,0.9709505944546686,595,False,145
AUA-20260202-225153-508,49,4,high,high,stroop,0,Analytical,1,1.8456633107892884,1.0,7000,True,-10
AUA-20260202-225153-508,50,4,high,high,crt,1,Intuitive,1,-0.6453085590277877,1.0,1453,False,145
AUA-20260203-084744-658,11,1,low,low,numerical-stroop,0,Analytical,0,-1.0583423657485087,3.4661976109059574e-09,1131,False,125
AUA-20260203-084744-658,12,1,low,low,number-word,1,Intuitive,1,1.117297516112708,3.4661976109059574e-09,4146,False,125
AUA-20260203-084744-658,13,1,low,low,flanker,1,Intuitive,0,-0.0755159912559789,0.9182958340544896,2493,False,125
AUA-20260203-084744-658,14,1,low,low,stroop,1,Intuitive,0,-0.4146704670353394,0.8112781244591328,2023,False,125
AUA-20260203-084744-658,15,1,low,low,flanker,1,Intuitive,0,-0.2313827290609616,0.9709505944546686,2277,False,125
AUA-20260203-084744-658,16,1,low,low,stroop,1,Intuitive,0,0.1958075893675094,1.0,2869,False,125
AUA-20260203-084744-658,17,1,low,low,crt,1,Intuitive,0,2.5323654459070184,0.9852281360342516,6107,False,145
AUA-20260203-084744-658,18,1,low,low,stroop,1,Intuitive,0,0.1445736153667975,1.0,2798,False,125
AUA-20260203-084744-658,19,1,low,low,stroop,1,Intuitive,0,1.0797740421966937,0.9910760598382222,4094,False,125
AUA-20260203-084744-658,20,1,low,low,crt,1,Intuitive,0,1.7234459409098628,1.0,4986,False,145
AUA-20260203-084744-658,21,2,low,high,stroop,1,Intuitive,0,0.2528144055091466,0.9709505944546686,2948,False,125
AUA-20260203-084744-658,22,2,low,high,crt,1,Intuitive,0,0.2975539321013176,0.9709505944546686,3010,False,145
AUA-20260203-084744-658,23,2,low,high,stroop,1,Intuitive,0,-0.1332444126652318,0.9709505944546686,2413,False,125
AUA-20260203-084744-658,24,2,low,high,stroop,1,Intuitive,0,-0.1541709654260859,0.9709505944546686,2384,False,125
AUA-20260203-084744-658,25,2,low,high,reverse-stroop,1,Intuitive,0,0.2470415633682213,0.9709505944546686,2940,False,125
AUA-20260203-084744-658,26,2,low,high,stroop,1,Intuitive,0,-1.0056651812125654,0.9709505944546686,1204,False,125
AUA-20260203-084744-658,27,2,low,high,stroop,1,Intuitive,0,-0.7841323640545576,0.9709505944546686,1511,False,125
AUA-20260203-084744-658,28,2,low,high,reverse-stroop,1,Intuitive,0,0.2427119317625273,0.9709505944546686,2934,False,125
AUA-20260203-084744-658,29,2,low,high,stroop,1,Intuitive,0,0.528467617738329,0.9709505944546686,3330,False,125
AUA-20260203-084744-658,30,2,low,high,numerical-stroop,1,Intuitive,0,0.1734378260714239,1.0,2838,False,125
AUA-20260203-084744-658,31,3,high,low,gamble,1,Intuitive,0,0.2253934053397515,0.9709505944546686,2910,False,155
AUA-20260203-084744-658,32,3,high,low,numerical-stroop,1,Intuitive,0,0.1561192996486481,0.9709505944546686,2814,False,125
AUA-20260203-084744-658,33,3,high,low,stroop,1,Intuitive,0,-1.2856480250474418,0.8812908992306927,816,False,125
AUA-20260203-084744-658,34,3,high,low,flanker,1,Intuitive,0,-0.3352938875976167,0.9709505944546686,2133,False,125
AUA-20260203-084744-658,35,3,high,low,flanker,1,Intuitive,0,-1.6753148695598985,0.8812908992306927,276,False,125
AUA-20260203-084744-658,36,3,high,low,stroop,1,Intuitive,0,-0.8829922857179031,0.8812908992306927,1374,False,125
AUA-20260203-084744-658,37,3,high,low,reverse-stroop,1,Intuitive,0,-0.2075697552296448,0.7219280948873623,2310,False,125
AUA-20260203-084744-658,38,3,high,low,numerical-stroop,1,Intuitive,0,-0.7697002587022443,0.8812908992306927,1531,False,125
AUA-20260203-084744-658,39,3,high,low,crt,1,Intuitive,0,0.4065163275112823,0.9709505944546686,3161,False,145
AUA-20260203-084744-658,40,3,high,low,stroop,1,Intuitive,0,-1.7301568698986889,1.0,200,False,125
AUA-20260203-084744-658,41,4,high,high,gamble,0,Analytical,1,3.1767589498878035,1.0,7000,True,-10
AUA-20260203-084744-658,42,4,high,high,crt,1,Intuitive,1,-0.4659044410360513,0.9709505944546686,1952,False,145
AUA-20260203-084744-658,43,4,high,high,flanker,1,Intuitive,0,-0.0141795435086477,0.8812908992306927,2578,False,125
AUA-20260203-084744-658,44,4,high,high,reverse-stroop,1,Intuitive,0,-0.3504475982175456,0.9709505944546686,2112,False,125
AUA-20260203-084744-658,45,4,high,high,number-word,0,Analytical,1,-1.40399128893641,0.9709505944546686,652,False,125
AUA-20260203-084744-658,46,4,high,high,gamble,1,Intuitive,1,-0.4233297302467273,0.9709505944546686,2011,False,105
AUA-20260203-084744-658,47,4,high,high,gamble,1,Intuitive,0,1.14688333208495,0.8812908992306927,4187,False,115
AUA-20260203-084744-658,48,4,high,high,gamble,1,Intuitive,0,0.0204575093369039,0.8812908992306927,2626,False,115
AUA-20260203-084744-658,49,4,high,high,number-word,1,Intuitive,0,-0.5734236259107848,0.9709505944546686,1803,False,125
AUA-20260203-084744-658,50,4,high,high,gamble,1,Intuitive,0,0.3076564058479368,1.0,3024,False,105
AUA-20260203-161818-565,11,1,low,low,numerical-stroop,1,Intuitive,0,-0.9703518831960856,3.466197873826607e-09,1109,False,125
AUA-20260203-161818-565,12,1,low,low,reverse-stroop,1,Intuitive,0,-0.7839284303549384,1.0,1580,False,125
AUA-20260203-161818-565,13,1,low,low,crt,1,Intuitive,0,0.3884415639454391,0.9182958340544896,4542,False,145
AUA-20260203-161818-565,14,1,low,low,reverse-stroop,1,Intuitive,0,-0.4162269702924635,1.0,2509,False,125
AUA-20260203-161818-565,15,1,low,low,numerical-stroop,0,Analytical,1,3.340344135684877,0.9709505944546686,12000,True,-10
AUA-20260203-161818-565,16,1,low,low,reverse-stroop,1,Intuitive,1,-0.6260028301774062,1.0,1979,False,125
AUA-20260203-161818-565,17,1,low,low,number-word,1,Intuitive,0,0.9188182662960488,0.9852281360342516,5882,False,125
AUA-20260203-161818-565,18,1,low,low,gamble,0,Analytical,1,3.340344135684877,1.0,12000,True,-10
AUA-20260203-161818-565,19,1,low,low,stroop,1,Intuitive,1,-0.0568373839235429,0.9910760598382222,3417,False,125
AUA-20260203-161818-565,20,1,low,low,reverse-stroop,1,Intuitive,0,-0.3042145771840885,1.0,2792,False,125
AUA-20260203-161818-565,21,2,low,high,reverse-stroop,1,Intuitive,0,0.3033438094638114,1.0,4327,False,125
AUA-20260203-161818-565,22,2,low,high,gamble,1,Intuitive,0,0.3916079920191741,1.0,4550,False,159
AUA-20260203-161818-565,23,2,low,high,numerical-stroop,1,Intuitive,0,-0.1732036156333035,0.9709505944546686,3123,False,125
AUA-20260203-161818-565,24,2,low,high,number-word,1,Intuitive,0,-0.1387687103314356,1.0,3210,False,125
AUA-20260203-161818-565,25,2,low,high,reverse-stroop,1,Intuitive,0,-0.7308907601198775,1.0,1714,False,125
AUA-20260203-161818-565,26,2,low,high,stroop,1,Intuitive,0,-0.3564606404007157,1.0,2660,False,125
AUA-20260203-161818-565,27,2,low,high,gamble,1,Intuitive,0,-0.4554115177049339,0.9709505944546686,2410,False,125
AUA-20260203-161818-565,28,2,low,high,stroop,1,Intuitive,0,0.3215507708877876,0.9709505944546686,4373,False,125
AUA-20260203-161818-565,29,2,low,high,stroop,1,Intuitive,0,-0.5559456090460196,1.0,2156,False,125
AUA-20260203-161818-565,30,2,low,high,crt,1,Intuitive,0,-0.1201659453982425,1.0,3257,False,145
AUA-20260203-161818-565,31,3,high,low,flanker,1,Intuitive,0,-0.1613295103567973,0.9709505944546686,3153,False,125
AUA-20260203-161818-565,32,3,high,low,stroop,1,Intuitive,0,-0.2250538753407139,1.0,2992,False,125
AUA-20260203-161818-565,33,3,high,low,crt,1,Intuitive,0,0.2150796269084487,0.9709505944546686,4104,False,145
AUA-20260203-161818-565,34,3,high,low,number-word,1,Intuitive,0,-0.7190166548433713,0.9709505944546686,1744,False,125
AUA-20260203-161818-565,35,3,high,low,crt,0,Analytical,1,1.361326589600513,0.9709505944546686,7000,True,-10
AUA-20260203-161818-565,36,3,high,low,reverse-stroop,0,Analytical,0,1.361326589600513,0.8812908992306927,7000,True,-10
AUA-20260203-161818-565,37,3,high,low,numerical-stroop,1,Intuitive,1,-0.5385302546404772,0.8812908992306927,2200,False,5
AUA-20260203-161818-565,38,3,high,low,flanker,1,Intuitive,0,-1.241081483500427,0.9709505944546686,425,False,5
AUA-20260203-161818-565,39,3,high,low,flanker,1,Intuitive,0,-0.6465846126566835,0.9709505944546686,1927,False,125
AUA-20260203-161818-565,40,3,high,low,gamble,1,Intuitive,0,0.0045121600050723,0.9709505944546686,3572,False,150
