participantId,nickname,age,gender,occupation,field,education,stress,sleep,gaming,handedness,trialNumber,block,timePressure,complexity,timeLimit,trialType,choice,responseTimeMs,timedOut,pointsEarned,totalScoreAfter,timestamp,rt_norm,rt_trend,choice_entropy,perf_delta_norm,timeout_flag
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,28,2,low,high,12,gamble,A,3136,False,155,2320,2026-02-01T15:51:35.162Z,0.5610255246984022,-0.37066732465999874,0.8812908992306927,0.6057311661413918,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,29,2,low,high,12,stroop,A,2715,False,125,2445,2026-02-01T15:51:38.902Z,0.15810545322445574,0.003158280845282724,0.8812908992306927,0.6057311661413918,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,30,2,low,high,12,reverse-stroop,A,2218,False,125,2570,2026-02-01T15:51:41.804Z,-0.31755078317115315,-0.02507483580194156,0.9709505944546686,0.6057311661413918,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,31,3,high,low,7,crt,A,1604,False,145,2715,2026-02-01T15:51:43.488Z,-0.9051824313540583,-0.1749496177326304,1.0,0.9814130707533117,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,32,3,high,low,7,gamble,A,2805,False,125,2840,2026-02-01T15:51:47.799Z,0.2442403853685298,-0.16968581632382587,0.9709505944546686,0.9814130707533117,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,33,3,high,low,7,reverse-stroop,B,2034,False,125,2965,2026-02-01T15:51:49.738Z,-0.49364886666570457,-0.07417174712406377,1.0,0.6057311661413918,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,34,3,high,low,7,numerical-stroop,B,3421,False,125,3090,2026-02-01T15:51:53.764Z,0.8337861431546366,0.27142074173399333,1.0,0.7935721184473518,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,35,3,high,low,7,numerical-stroop,A,1755,False,125,3215,2026-02-01T15:51:56.953Z,-0.7606671563123341,0.08785763078695555,0.9709505944546686,0.7935721184473518,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,36,3,high,low,7,flanker,B,1588,False,125,3340,2026-02-01T15:51:58.541Z,-0.9204953081796715,-0.25964896767430323,0.9709505944546686,0.7935721184473518,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,37,3,high,low,7,stroop,B,1434,False,125,3465,2026-02-01T15:52:01.198Z,-1.0678817476261981,-0.2902747213255295,0.9709505944546686,0.7935721184473518,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,38,3,high,low,7,stroop,A,2996,False,125,3590,2026-02-01T15:52:04.204Z,0.42703785247428694,-0.11207111726745633,0.9709505944546686,0.2300492615294718,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,39,3,high,low,7,number-word,A,3780,False,125,3715,2026-02-01T15:52:09.332Z,1.177368816929332,0.522360510713729,0.9709505944546686,0.2300492615294718,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,40,3,high,low,7,stroop,A,1458,False,125,3840,2026-02-01T15:52:11.233Z,-1.0449124323877785,0.19964163161393167,0.9709505944546686,0.2300492615294718,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,41,4,high,high,7,numerical-stroop,A,1373,False,125,3965,2026-02-01T15:52:13.478Z,-1.1262620905238483,-0.1588710970657366,0.9709505944546686,-0.1456326430824482,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,42,4,high,high,7,numerical-stroop,B,1330,False,125,4090,2026-02-01T15:52:15.735Z,-1.1674154469926838,-0.5492537506387122,1.0,-0.1456326430824482,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,43,4,high,high,7,stroop,B,1891,False,125,4215,2026-02-01T15:52:17.287Z,-0.6305077032946222,-0.3738256055052813,1.0,-0.1456326430824482,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,44,4,high,high,7,number-word,A,2986,False,125,4340,2026-02-01T15:52:21.121Z,0.41746730445827873,0.34205138609213404,0.9709505944546686,-0.1456326430824482,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,45,4,high,high,7,stroop,A,505,False,125,4465,2026-02-01T15:52:23.283Z,-1.9569856583133625,-0.00765643841280661,0.9709505944546686,-0.1456326430824482,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,46,4,high,high,7,flanker,A,865,False,125,4590,2026-02-01T15:52:25.221Z,-1.6124459297370664,-0.22165389205075053,0.8812908992306927,-0.1456326430824482,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,47,4,high,high,7,crt,B,4684,False,5,4595,2026-02-01T15:52:30.357Z,2.0425463575764757,0.3316194887546851,0.8812908992306927,-2.399724070753968,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,48,4,high,high,7,gamble,A,3563,False,115,4710,2026-02-01T15:52:35.585Z,0.9696879249819534,0.5103973256937188,0.8812908992306927,-2.5875650230599283,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,49,4,high,high,7,stroop,B,1830,False,125,4835,2026-02-01T15:52:38.214Z,-0.6888880461922724,0.51183290789612,0.9709505944546686,-2.5875650230599283,0
AUA-20260201-154949-463,Igor,22,M,employed,humanities,bachelor_progress,4,yes,never,right,50,4,high,high,7,stroop,A,2034,False,125,4960,2026-02-01T15:52:40.120Z,-0.49364886666570457,-0.04938402776260244,0.9709505944546686,-2.5875650230599283,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,11,1,low,low,12,reverse-stroop,B,2538,False,125,125,2026-02-01T21:44:11.034Z,-0.12024485358282168,0.0,3.4661976109059578e-09,-0.11046518022479879,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,12,1,low,low,12,numerical-stroop,B,3111,False,125,250,2026-02-01T21:44:15.714Z,0.2597899015355278,0.0,3.4661976109059578e-09,-0.11046518022479879,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,13,1,low,low,12,numerical-stroop,A,2355,False,125,375,2026-02-01T21:44:19.070Z,-0.24161720992951966,0.0,0.9182958340544896,-0.11046518022479879,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,14,1,low,low,12,crt,B,2832,False,145,520,2026-02-01T21:44:22.026Z,0.07474680087580787,0.0,0.8112781244591328,0.6851569021076904,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,15,1,low,low,12,flanker,B,200,False,125,645,2026-02-01T21:44:23.701Z,-1.6708927723728757,-0.3286338938239828,0.7219280948873623,0.5260324856411925,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,16,1,low,low,12,stroop,A,1482,False,125,770,2026-02-01T21:44:25.585Z,-0.8206230410260625,-0.35901014475665366,0.9182958340544896,0.4199495413301955,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,17,1,low,low,12,number-word,A,3615,False,125,895,2026-02-01T21:44:30.140Z,0.5940613091788927,0.07759871963149541,0.9852281360342515,0.3441760096794814,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,18,1,low,low,12,gamble,B,4682,False,105,1000,2026-02-01T21:44:35.147Z,1.301735102741334,0.47189306852828206,0.954434002924965,-0.11046518022479879,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,19,1,low,low,12,gamble,B,3313,False,159,1159,2026-02-01T21:44:39.305Z,0.3937637593608447,0.6251671207234837,0.9182958340544896,0.4906715042041921,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,20,1,low,low,12,stroop,A,2024,False,125,1284,2026-02-01T21:44:42.786Z,-0.4611486304254597,0.05186512713831575,0.9709505944546686,0.4305578357612948,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,21,2,low,high,12,numerical-stroop,A,2447,False,125,1409,2026-02-01T21:44:45.343Z,-0.18059941329620702,-0.3312205178116993,1.0,0.4305578357612948,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,22,2,low,high,12,crt,B,4885,False,145,1554,2026-02-01T21:44:50.833Z,1.4363721974865782,-0.030508898316656333,1.0,0.7488066686942905,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,23,2,low,high,12,numerical-stroop,B,3637,False,125,1679,2026-02-01T21:44:54.353Z,0.6086525214172935,0.23272983520249357,0.9709505944546686,0.7488066686942905,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,24,2,low,high,12,flanker,A,3096,False,125,1804,2026-02-01T21:44:58.328Z,0.2498413477366181,0.22112318910376563,1.0,0.4305578357612948,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,25,2,low,high,12,stroop,A,525,False,125,1929,2026-02-01T21:45:00.880Z,-1.4553407733964996,-0.37360135699505453,0.9709505944546686,0.4305578357612948,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,26,2,low,high,12,gamble,A,4593,False,159,2088,2026-02-01T21:45:05.713Z,1.2427070168678032,-0.2451323656051343,0.9709505944546686,0.9715808517473883,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,27,2,low,high,12,crt,B,3926,False,145,2233,2026-02-01T21:45:10.189Z,0.8003279912762865,0.1376216608849171,1.0,1.2898296846803838,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,28,2,low,high,12,stroop,A,2390,False,125,2358,2026-02-01T21:45:13.945Z,-0.21840391773206377,0.13191782337354224,0.9709505944546686,1.6080785176133796,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,29,2,low,high,12,number-word,B,3673,False,125,2483,2026-02-01T21:45:17.577Z,0.6325290505346768,0.2714628713262486,0.9709505944546686,1.0670555016272862,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,30,2,low,high,12,crt,B,6596,False,145,2628,2026-02-01T21:45:25.695Z,2.571170567482208,0.24891281604871995,1.0,1.3853043345602816,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,31,3,high,low,7,reverse-stroop,,7000,True,-10,2618,2026-02-01T21:45:32.905Z,2.8391182831328416,0.6867155068927382,0.9709505944546686,-0.762875287737439,1
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,32,3,high,low,7,reverse-stroop,B,1703,False,125,2743,2026-02-01T21:45:35.490Z,-0.6740476817221267,0.1295301704618039,0.9709505944546686,-1.0811241206704347,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,33,3,high,low,7,stroop,B,1786,False,125,2868,2026-02-01T21:45:37.316Z,-0.6189990173681599,-0.5748274385010008,0.9709505944546686,-1.0811241206704347,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,34,3,high,low,7,flanker,A,1641,False,125,2993,2026-02-01T21:45:39.869Z,-0.71516837075762,-1.0030795176980658,0.9709505944546686,-1.0811241206704347,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,35,3,high,low,7,numerical-stroop,B,1683,False,125,3118,2026-02-01T21:45:42.829Z,-0.687312420120673,-0.7093982095542524,0.8812908992306927,-1.0811241206704347,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,36,3,high,low,7,numerical-stroop,B,867,False,125,3243,2026-02-01T21:45:43.405Z,-1.228513746781359,-0.11772455328709777,0.7219280948873623,-1.6221471366565283,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,37,3,high,low,7,numerical-stroop,A,1855,False,125,3368,2026-02-01T21:45:46.713Z,-0.5732356698931753,-0.04218186810737699,0.8812908992306927,-1.940395969589524,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,38,3,high,low,7,flanker,B,3647,False,125,3493,2026-02-01T21:45:50.393Z,0.6152848906165667,0.2774983272975871,0.7219280948873623,-1.940395969589524,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,39,3,high,low,7,numerical-stroop,B,2798,False,125,3618,2026-02-01T21:45:54.337Z,0.05219674559827928,0.33228169688358306,0.7219280948873623,-1.940395969589524,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,40,3,high,low,7,number-word,B,4139,False,125,3743,2026-02-01T21:45:59.509Z,0.9415974552208038,0.49656548194957806,0.7219280948873623,-2.25864480252252,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,41,4,high,high,7,reverse-stroop,B,2746,False,125,3868,2026-02-01T21:46:03.784Z,0.017708425762059093,0.15082007559147062,0.7219280948873623,-0.11046518022479879,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,42,4,high,high,7,gamble,A,4255,False,105,3973,2026-02-01T21:46:08.985Z,1.018532937932372,0.07720077747953905,0.8812908992306927,-0.4287140131577944,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,43,4,high,high,7,gamble,A,1231,False,159,4132,2026-02-01T21:46:10.483Z,-0.9870955079278176,-0.20016490243406257,0.9709505944546686,0.11230900282829909,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,44,4,high,high,7,stroop,B,2008,False,125,4257,2026-02-01T21:46:13.607Z,-0.4717604211442967,-0.3831519686420078,0.8812908992306927,0.11230900282829909,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,45,4,high,high,7,numerical-stroop,B,1350,False,125,4382,2026-02-01T21:46:15.257Z,-0.9081703144564676,-0.3342050839513722,0.8812908992306927,0.11230900282829909,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,46,4,high,high,7,number-word,B,1674,False,125,4507,2026-02-01T21:46:18.818Z,-0.6932815524000188,-0.3344703787193432,0.8812908992306927,0.11230900282829909,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,47,4,high,high,7,crt,A,2401,False,145,4652,2026-02-01T21:46:21.285Z,-0.21110831161286334,0.13304532613741868,0.8812908992306927,0.4305578357612948,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,48,4,high,high,7,crt,A,1478,False,145,4797,2026-02-01T21:46:24.094Z,-0.8232759887057718,-0.0005969132279345923,0.9709505944546686,0.7488066686942905,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,49,4,high,high,7,crt,B,1530,False,145,4942,2026-02-01T21:46:26.313Z,-0.7887876688695515,0.010877085486807903,0.9709505944546686,1.0670555016272862,0
AUA-20260201-214332-929,Hrant,18,M,student,stem,bachelor_complete,4,no,never,right,50,4,high,high,7,stroop,B,1060,False,125,5067,2026-02-01T21:46:28.240Z,-1.1005090212353879,-0.13921342949274265,0.9709505944546686,1.0670555016272862,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,11,1,low,low,12,numerical-stroop,A,2377,False,125,125,2026-02-02T09:39:38.059Z,-0.22389139127011046,0.0,3.4661978738266075e-09,-0.04049859189265091,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,12,1,low,low,12,stroop,A,1401,False,125,250,2026-02-02T09:39:40.651Z,-0.8711124142382788,0.0,3.4661978738266075e-09,-0.04049859189265091,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,13,1,low,low,12,gamble,A,4348,False,115,365,2026-02-02T09:39:45.198Z,1.0831502442526966,0.0,3.4661978738266075e-09,-0.37748538921634134,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,14,1,low,low,12,crt,B,4829,False,145,510,2026-02-02T09:39:51.865Z,1.4021188016786073,0.0,0.8112781244591328,0.21224150610011727,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,15,1,low,low,12,number-word,B,3916,False,125,635,2026-02-02T09:39:55.547Z,0.7966753652339992,0.4314364728925106,0.9709505944546686,0.16169348650156362,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,16,1,low,low,12,flanker,A,2442,False,125,760,2026-02-02T09:39:58.943Z,-0.1807875321585009,0.10941748851408582,0.9182958340544896,0.12799480676919503,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,17,1,low,low,12,gamble,A,3734,False,135,895,2026-02-02T09:40:03.192Z,0.6759845597214923,-0.2397237702899517,0.863120568566631,0.24834723438479883,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,18,1,low,low,12,crt,B,2516,False,145,1040,2026-02-02T09:40:07.774Z,-0.13171544640066846,-0.3188359301671058,0.954434002924965,0.4649816040928854,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,19,1,low,low,12,gamble,B,3251,False,115,1155,2026-02-02T09:40:11.134Z,0.35568972970753204,-0.08328991852951018,0.9910760598382222,0.29648820543104093,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,20,1,low,low,12,gamble,B,2888,False,150,1305,2026-02-02T09:40:15.726Z,0.11497125497654322,0.027122274425612793,1.0,0.5155296236914391,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,21,2,low,high,12,reverse-stroop,A,2456,False,125,1430,2026-02-02T09:40:18.710Z,-0.17150362404215422,-0.14482896661500813,1.0,0.5155296236914391,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,22,2,low,high,12,stroop,A,2560,False,125,1555,2026-02-02T09:40:21.019Z,-0.10253744946357891,-0.04688373598755072,1.0,0.5155296236914391,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,23,2,low,high,12,crt,A,5114,False,145,1700,2026-02-02T09:40:27.675Z,1.5911126454756648,0.22533371270961436,1.0,0.8188177412827609,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,24,2,low,high,12,flanker,A,2660,False,125,1825,2026-02-02T09:40:31.098Z,-0.036223820061102655,0.14602261194425276,0.9709505944546686,0.6166256628885463,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,25,2,low,high,12,crt,A,4641,False,145,1970,2026-02-02T09:40:36.686Z,1.277449178401952,0.29642192342906887,0.8812908992306927,0.8188177412827609,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,26,2,low,high,12,numerical-stroop,B,3512,False,125,2095,2026-02-02T09:40:40.875Z,0.5287683024479951,0.09489480367494352,0.9709505944546686,0.8188177412827609,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,27,2,low,high,12,flanker,A,3119,False,125,2220,2026-02-02T09:40:44.839Z,0.2681557388962634,-0.20809216906497052,0.9709505944546686,0.7177217020856536,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,28,2,low,high,12,flanker,A,2842,False,125,2345,2026-02-02T09:40:47.004Z,0.08446698545140413,-0.0767911828480675,0.8812908992306927,0.5155296236914391,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,29,2,low,high,12,gamble,A,3816,False,159,2504,2026-02-02T09:40:52.714Z,0.7303617358315229,-0.15384762021374493,0.7219280948873623,0.9603521961587116,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,30,2,low,high,12,flanker,A,421,False,125,2629,2026-02-02T09:40:53.526Z,-1.520985982382546,-0.3637302572725823,0.4689955935892811,0.7076120981659434,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,31,3,high,low,7,reverse-stroop,A,2188,False,125,2754,2026-02-02T09:40:56.139Z,-0.3492241508407906,-0.28402127473080585,0.4689955935892811,0.7076120981659434,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,32,3,high,low,7,flanker,B,1275,False,125,2879,2026-02-02T09:40:58.614Z,-0.9546675872853988,-0.3157855032145919,0.7219280948873623,0.7076120981659434,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,33,3,high,low,7,crt,A,5533,False,145,3024,2026-02-02T09:41:05.438Z,1.8689667526720402,0.2843528428778182,0.7219280948873623,0.7076120981659434,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,34,3,high,low,7,stroop,A,2084,False,125,3149,2026-02-02T09:41:08.107Z,-0.4181903254193659,0.44237822174391916,0.7219280948873623,0.7076120981659434,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,35,3,high,low,7,numerical-stroop,A,785,False,125,3274,2026-02-02T09:41:10.604Z,-1.2796043713575325,-0.13242831791674506,0.7219280948873623,0.5054200197717289,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,36,3,high,low,7,gamble,A,3421,False,135,3409,2026-02-02T09:41:14.864Z,0.46842289969174167,-0.03023901500752917,0.4689955935892811,0.6065160589688361,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,37,3,high,low,7,gamble,B,1963,False,145,3554,2026-02-02T09:41:17.730Z,-0.4984298169963622,-0.3848179914225697,0.7219280948873623,0.8087081373630507,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,38,3,high,low,7,crt,A,3321,False,145,3699,2026-02-02T09:41:21.496Z,0.4021092702892654,0.24217737457784327,0.7219280948873623,1.0109002157572653,0
AUA-20260202-093857-453,Tigran,20,F,student,humanities,highschool,3,no,occasionally,right,39,3,high,low,7,flanker,A,200,False,125,3824,2026-02-02T09:41:22.643Z,-1.6675391033620186,-0.08421830934114483,0.7219280948873623,0.6671736824871,0
