participantId,nickname,age,gender,occupation,field,education,stress,sleep,gaming,handedness,trialNumber,block,timePressure,complexity,timeLimit,trialType,choice,responseTimeMs,timedOut,pointsEarned,totalScoreAfter,timestamp
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,23,2,low,high,12,numerical-stroop,A,3004,False,125,1695,2026-04-26T20:38:34.027Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,24,2,low,high,12,gamble,B,3718,False,125,1820,2026-04-26T20:38:38.447Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,25,2,low,high,12,reverse-stroop,B,4087,False,125,1945,2026-04-26T20:38:43.236Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,26,2,low,high,12,gamble,B,4526,False,95,2040,2026-04-26T20:38:48.464Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,27,2,low,high,12,stroop,B,2522,False,125,2165,2026-04-26T20:38:51.693Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,28,2,low,high,12,reverse-stroop,B,2478,False,125,2290,2026-04-26T20:38:54.881Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,29,2,low,high,12,gamble,B,3110,False,145,2435,2026-04-26T20:38:58.697Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,30,2,low,high,12,gamble,B,2991,False,145,2580,2026-04-26T20:39:02.393Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,31,3,high,low,7,reverse-stroop,B,2629,False,125,2705,2026-04-26T20:39:26.206Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,32,3,high,low,7,stroop,A,1939,False,125,2830,2026-04-26T20:39:28.855Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,33,3,high,low,7,crt,A,5850,False,5,2835,2026-04-26T20:39:35.407Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,34,3,high,low,7,reverse-stroop,B,2708,False,125,2960,2026-04-26T20:39:38.823Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,35,3,high,low,7,stroop,B,3159,False,125,3085,2026-04-26T20:39:42.684Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,36,3,high,low,7,stroop,B,1822,False,125,3210,2026-04-26T20:39:45.209Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,37,3,high,low,7,stroop,B,2020,False,125,3335,2026-04-26T20:39:47.934Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,38,3,high,low,7,numerical-stroop,A,2169,False,125,3460,2026-04-26T20:39:50.805Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,39,3,high,low,7,gamble,B,2445,False,155,3615,2026-04-26T20:39:53.957Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,40,3,high,low,7,reverse-stroop,B,2602,False,125,3740,2026-04-26T20:39:57.271Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,41,4,high,high,7,stroop,A,3207,False,125,3865,2026-04-26T20:40:10.017Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,42,4,high,high,7,stroop,B,1565,False,125,3990,2026-04-26T20:40:12.291Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,43,4,high,high,7,flanker,B,1771,False,125,4115,2026-04-26T20:40:14.765Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,44,4,high,high,7,stroop,B,1620,False,125,4240,2026-04-26T20:40:17.087Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,45,4,high,high,7,gamble,B,2732,False,145,4385,2026-04-26T20:40:20.521Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,46,4,high,high,7,number-word,A,3190,False,125,4510,2026-04-26T20:40:24.417Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,47,4,high,high,7,crt,B,2943,False,145,4655,2026-04-26T20:40:28.061Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,48,4,high,high,7,numerical-stroop,A,1798,False,125,4780,2026-04-26T20:40:30.565Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,49,4,high,high,7,crt,B,5959,False,145,4925,2026-04-26T20:40:37.234Z
AUA-20260427-003455-965,Edvard,20,M,both,stem,bachelor_progress,2,no,occasionally,right,50,4,high,high,7,reverse-stroop,B,3278,False,125,5050,2026-04-26T20:40:41.219Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,11,1,low,low,12,numerical-stroop,A,2631,False,125,125,2026-04-26T20:57:07.980Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,12,1,low,low,12,numerical-stroop,A,1339,False,125,250,2026-04-26T20:57:10.023Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,13,1,low,low,12,numerical-stroop,A,767,False,125,375,2026-04-26T20:57:11.496Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,14,1,low,low,12,gamble,B,3577,False,145,520,2026-04-26T20:57:15.774Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,15,1,low,low,12,reverse-stroop,B,2113,False,125,645,2026-04-26T20:57:18.590Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,16,1,low,low,12,reverse-stroop,A,2188,False,125,770,2026-04-26T20:57:21.480Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,17,1,low,low,12,stroop,A,5155,False,125,895,2026-04-26T20:57:27.341Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,18,1,low,low,12,reverse-stroop,A,2674,False,125,1020,2026-04-26T20:57:30.720Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,19,1,low,low,12,crt,B,5440,False,145,1165,2026-04-26T20:57:36.865Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,20,1,low,low,12,stroop,B,2308,False,125,1290,2026-04-26T20:57:39.880Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,21,2,low,high,12,stroop,B,3130,False,125,1415,2026-04-26T20:58:34.620Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,22,2,low,high,12,number-word,A,4586,False,125,1540,2026-04-26T20:58:39.914Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,23,2,low,high,12,flanker,A,1813,False,125,1665,2026-04-26T20:58:42.432Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,24,2,low,high,12,gamble,B,5186,False,155,1820,2026-04-26T20:58:48.323Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,25,2,low,high,12,stroop,B,2374,False,125,1945,2026-04-26T20:58:51.406Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,26,2,low,high,12,number-word,A,1625,False,125,2070,2026-04-26T20:58:53.738Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,27,2,low,high,12,crt,A,8261,False,5,2075,2026-04-26T20:59:02.704Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,28,2,low,high,12,number-word,B,2624,False,125,2200,2026-04-26T20:59:06.031Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,29,2,low,high,12,gamble,B,4567,False,159,2359,2026-04-26T20:59:11.301Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,30,2,low,high,12,numerical-stroop,A,1339,False,125,2484,2026-04-26T20:59:13.353Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,31,3,high,low,7,stroop,A,2627,False,125,2609,2026-04-26T20:59:48.175Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,32,3,high,low,7,gamble,B,4333,False,95,2704,2026-04-26T20:59:53.214Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,33,3,high,low,7,reverse-stroop,A,3299,False,125,2829,2026-04-26T20:59:57.223Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,34,3,high,low,7,stroop,B,2118,False,125,2954,2026-04-26T21:00:00.047Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,35,3,high,low,7,numerical-stroop,B,1491,False,125,3079,2026-04-26T21:00:02.247Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,36,3,high,low,7,reverse-stroop,A,2369,False,125,3204,2026-04-26T21:00:05.323Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,37,3,high,low,7,reverse-stroop,A,2384,False,125,3329,2026-04-26T21:00:08.417Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,38,3,high,low,7,stroop,B,3504,False,125,3454,2026-04-26T21:00:12.623Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,39,3,high,low,7,numerical-stroop,B,1645,False,125,3579,2026-04-26T21:00:14.973Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,40,3,high,low,7,numerical-stroop,A,1187,False,125,3704,2026-04-26T21:00:16.864Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,41,4,high,high,7,reverse-stroop,B,2538,False,125,3829,2026-04-26T21:00:28.718Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,42,4,high,high,7,flanker,B,2120,False,125,3954,2026-04-26T21:00:31.551Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,43,4,high,high,7,stroop,B,2408,False,125,4079,2026-04-26T21:00:34.670Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,44,4,high,high,7,reverse-stroop,A,1827,False,125,4204,2026-04-26T21:00:37.206Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,45,4,high,high,7,numerical-stroop,A,1526,False,125,4329,2026-04-26T21:00:39.440Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,46,4,high,high,7,stroop,A,3002,False,125,4454,2026-04-26T21:00:43.146Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,47,4,high,high,7,number-word,A,2249,False,125,4579,2026-04-26T21:00:46.102Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,48,4,high,high,7,flanker,B,1505,False,125,4704,2026-04-26T21:00:48.308Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,49,4,high,high,7,flanker,B,1605,False,125,4829,2026-04-26T21:00:50.622Z
AUA-20260427-005510-890,ranlinus,18,M,student,stem,bachelor_progress,2,yes,occasionally,right,50,4,high,high,7,gamble,B,3995,False,125,4954,2026-04-26T21:00:55.324Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,11,1,low,low,12,gamble,B,6967,False,155,155,2026-04-26T21:09:10.843Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,12,1,low,low,12,reverse-stroop,A,2012,False,125,280,2026-04-26T21:09:13.565Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,13,1,low,low,12,reverse-stroop,A,3156,False,125,405,2026-04-26T21:09:17.423Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,14,1,low,low,12,flanker,B,2286,False,125,530,2026-04-26T21:09:20.417Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,15,1,low,low,12,stroop,A,2976,False,125,655,2026-04-26T21:09:24.105Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,16,1,low,low,12,reverse-stroop,B,1975,False,125,780,2026-04-26T21:09:26.784Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,17,1,low,low,12,number-word,B,7541,False,5,785,2026-04-26T21:09:35.031Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,18,1,low,low,12,flanker,B,4282,False,125,910,2026-04-26T21:09:40.014Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,19,1,low,low,12,flanker,B,2529,False,125,1035,2026-04-26T21:09:43.244Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,20,1,low,low,12,flanker,B,3832,False,125,1160,2026-04-26T21:09:47.778Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,21,2,low,high,12,gamble,B,6293,False,159,1319,2026-04-26T21:10:16.528Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,22,2,low,high,12,flanker,A,2066,False,125,1444,2026-04-26T21:10:19.298Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,23,2,low,high,12,stroop,B,1276,False,125,1569,2026-04-26T21:10:21.277Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,24,2,low,high,12,gamble,B,3812,False,95,1664,2026-04-26T21:10:25.794Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,25,2,low,high,12,gamble,B,4756,False,95,1759,2026-04-26T21:10:31.262Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,26,2,low,high,12,number-word,A,9026,False,5,1764,2026-04-26T21:10:40.996Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,27,2,low,high,12,gamble,B,4092,False,95,1859,2026-04-26T21:10:45.791Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,28,2,low,high,12,gamble,B,2833,False,95,1954,2026-04-26T21:10:49.328Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,29,2,low,high,12,number-word,B,2773,False,125,2079,2026-04-26T21:10:52.811Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,30,2,low,high,12,number-word,A,3057,False,125,2204,2026-04-26T21:10:56.574Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,31,3,high,low,7,flanker,B,3975,False,125,2329,2026-04-26T21:11:15.134Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,32,3,high,low,7,reverse-stroop,A,1947,False,125,2454,2026-04-26T21:11:17.782Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,33,3,high,low,7,gamble,B,4348,False,125,2579,2026-04-26T21:11:22.833Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,34,3,high,low,7,flanker,A,2461,False,125,2704,2026-04-26T21:11:26.008Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,35,3,high,low,7,stroop,A,3543,False,125,2829,2026-04-26T21:11:30.255Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,36,3,high,low,7,numerical-stroop,A,2951,False,125,2954,2026-04-26T21:11:33.909Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,37,3,high,low,7,numerical-stroop,A,1899,False,125,3079,2026-04-26T21:11:36.516Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,38,3,high,low,7,number-word,A,5185,False,5,3084,2026-04-26T21:11:42.405Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,39,3,high,low,7,gamble,B,5558,False,125,3209,2026-04-26T21:11:48.668Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,40,3,high,low,7,flanker,B,1645,False,125,3334,2026-04-26T21:11:51.014Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,41,4,high,high,7,stroop,A,2285,False,125,3459,2026-04-26T21:12:54.025Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,42,4,high,high,7,flanker,B,1500,False,125,3584,2026-04-26T21:12:56.236Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,43,4,high,high,7,flanker,B,1892,False,125,3709,2026-04-26T21:12:58.829Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,44,4,high,high,7,flanker,B,1293,False,125,3834,2026-04-26T21:13:00.824Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,45,4,high,high,7,stroop,B,1936,False,125,3959,2026-04-26T21:13:03.466Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,46,4,high,high,7,numerical-stroop,B,2057,False,125,4084,2026-04-26T21:13:06.236Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,47,4,high,high,7,stroop,B,1925,False,125,4209,2026-04-26T21:13:08.867Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,48,4,high,high,7,flanker,A,1194,False,125,4334,2026-04-26T21:13:10.772Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,49,4,high,high,7,reverse-stroop,A,1961,False,125,4459,2026-04-26T21:13:13.436Z
AUA-20260427-010733-563,Lilit Romanie,25,F,both,humanities,master,4,yes,occasionally,right,50,4,high,high,7,crt,A,5664,False,5,4464,2026-04-26T21:13:19.804Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,11,1,low,low,12,stroop,A,5026,False,125,125,2026-04-26T21:20:40.036Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,12,1,low,low,12,stroop,A,4575,False,125,250,2026-04-26T21:20:45.314Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,13,1,low,low,12,gamble,B,6370,False,159,409,2026-04-26T21:20:52.387Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,14,1,low,low,12,numerical-stroop,A,3501,False,125,534,2026-04-26T21:20:56.594Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,15,1,low,low,12,gamble,B,6404,False,155,689,2026-04-26T21:21:03.711Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,16,1,low,low,12,flanker,A,4420,False,125,814,2026-04-26T21:21:08.840Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,17,1,low,low,12,flanker,B,2759,False,125,939,2026-04-26T21:21:12.305Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,18,1,low,low,12,stroop,A,1619,False,125,1064,2026-04-26T21:21:14.629Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,19,1,low,low,12,reverse-stroop,A,5935,False,125,1189,2026-04-26T21:21:21.273Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,20,1,low,low,12,numerical-stroop,A,4431,False,125,1314,2026-04-26T21:21:26.416Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,21,2,low,high,12,numerical-stroop,B,2665,False,125,1439,2026-04-26T21:22:25.156Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,22,2,low,high,12,numerical-stroop,A,1985,False,125,1564,2026-04-26T21:22:27.848Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,23,2,low,high,12,numerical-stroop,B,1945,False,125,1689,2026-04-26T21:22:30.497Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,24,2,low,high,12,numerical-stroop,A,1705,False,125,1814,2026-04-26T21:22:32.905Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,25,2,low,high,12,gamble,B,5175,False,125,1939,2026-04-26T21:22:38.786Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,26,2,low,high,12,number-word,A,4194,False,125,2064,2026-04-26T21:22:43.684Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,27,2,low,high,12,crt,B,7408,False,145,2209,2026-04-26T21:22:51.795Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,28,2,low,high,12,gamble,B,6666,False,145,2354,2026-04-26T21:22:59.164Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,29,2,low,high,12,reverse-stroop,B,2952,False,125,2479,2026-04-26T21:23:02.824Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,30,2,low,high,12,numerical-stroop,A,1414,False,125,2604,2026-04-26T21:23:04.949Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,31,3,high,low,7,gamble,B,3686,False,155,2759,2026-04-26T21:23:12.256Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,32,3,high,low,7,flanker,A,1405,False,125,2884,2026-04-26T21:23:14.369Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,33,3,high,low,7,flanker,B,1051,False,125,3009,2026-04-26T21:23:16.127Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,34,3,high,low,7,number-word,B,4177,False,125,3134,2026-04-26T21:23:21.005Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,35,3,high,low,7,gamble,B,3915,False,125,3259,2026-04-26T21:23:25.623Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,36,3,high,low,7,numerical-stroop,A,1071,False,125,3384,2026-04-26T21:23:27.399Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,37,3,high,low,7,flanker,A,872,False,125,3509,2026-04-26T21:23:28.975Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,38,3,high,low,7,numerical-stroop,A,1177,False,125,3634,2026-04-26T21:23:30.858Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,39,3,high,low,7,reverse-stroop,B,1956,False,125,3759,2026-04-26T21:23:33.520Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,40,3,high,low,7,gamble,B,3228,False,95,3854,2026-04-26T21:23:37.454Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,41,4,high,high,7,numerical-stroop,A,2402,False,125,3979,2026-04-26T21:23:46.904Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,42,4,high,high,7,number-word,A,3795,False,125,4104,2026-04-26T21:23:51.410Z
AUA-20260427-011852-310,nvard,18,F,student,stem,bachelor_progress,2,yes,never,right,43,4,high,high,7,stroop,B,3875,False,125,4229,2026-04-26T21:23:55.987Z
